ACTIVITY,BP,HR,CIRCLUATION
0,39,173,1868
2,89,352,6744
0,166,262,2326
3,35,157,1519
3,18,220,3450
3,49,254,3885
3,89,139,587
0,39,237,3127
4,154,305,2610
0,24,165,1411
4,94,163,1162
3,96,120,809
2,16,138,554
4,71,101,249
2,10,79,317
4,10,148,729
0,29,170,1026
3,18,138,554
0,80,130,694
2,19,249,3630
4,97,33,5
0,66,347,4535
0,86,167,973
4,65,273,2061
2,50,51,132
4,32,174,1415
3,22,96,804
0,170,212,2674
4,43,247,2754
3,22,216,2677
2,25,71,249
0,18,83,270
3,44,234,2464
1,145,247,3373
3,68,273,2061
5,46,294,4249
2,51,67,224
4,70,101,249
0,135,103,267
0,28,124,371
2,32,156,1364
5,48,93,545
4,36,193,2118
0,279,495,11582
4,31,166,1111
3,18,220,3450
3,92,33,5
0,96,172,1629
2,8,79,317
0,37,62,163
4,161,308,6057
3,64,388,6290
0,277,142,620
2,108,247,3373
3,16,79,317
4,18,148,729
5,55,288,2334
3,31,247,2754
1,6,33,5
0,29,106,519
4,88,483,15505
4,42,67,224
5,121,320,3466
0,85,356,5958
3,45,254,3885
3,90,388,6290
3,34,234,2464
1,35,183,931
4,35,179,1626
0,53,176,1310
0,45,169,932
0,178,819,34369
0,44,260,3296
3,33,215,2188
0,53,323,3632
0,195,137,1624
4,30,131,271
2,22,54,165
0,99,487,10388
5,91,171,1747
1,35,183,931
5,129,171,1747
4,23,51,102
0,72,118,971
5,8,43,161
4,52,322,4619
0,58,609,15345
0,29,159,1518
0,31,258,3624
0,55,313,4728
1,23,85,343
4,122,208,1691
2,8,79,292
2,65,483,15505
4,30,131,271
4,36,156,654
5,33,179,1626
3,92,33,5
5,46,294,4249
0,13,64,246
3,36,71,249
4,41,234,2464
2,7,63,166
0,28,134,430
4,123,208,1691
4,119,208,1691
4,15,132,806
4,21,102,516
2,11,79,317
4,64,320,3466
4,64,273,2061
3,13,148,729
0,22,182,1209
3,68,540,8870
0,244,328,5959
0,46,153,1210
0,84,149,810
0,74,299,3464
4,95,156,1521
0,86,296,7449
4,24,88,292
3,20,216,2677
5,33,131,271
4,29,82,185
5,100,209,2534
2,125,88,318
0,67,200,1264
4,82,156,1521
3,15,109,689
0,25,127,694
4,60,254,3885
5,58,272,3539
0,36,217,2673
0,28,218,1641
5,74,107,517
0,75,126,458
4,150,540,18067
2,61,223,2059
0,102,467,10104
4,20,154,1252
3,22,216,2677
4,19,102,764
3,18,216,2677
3,20,216,2677
3,36,166,1414
3,47,254,3885
4,31,148,729
2,67,352,6744
5,67,468,9276
4,89,136,619
0,15,161,1312
3,7,63,166
3,94,537,8350
2,12,86,205
3,77,142,844
2,28,157,1519
2,97,159,2181
5,14,82,185
0,19,366,8086
4,50,315,5844
5,19,76,147
2,46,93,545
1,9,79,292
4,65,101,249
0,235,439,8735
3,63,272,3539
4,25,102,764
2,62,224,2192
4,130,540,18067
2,26,216,2677
4,44,180,2054
4,26,193,2118
4,44,322,4619
2,149,247,3373
2,10,79,317
2,72,104,457
3,99,462,11563
0,43,182,2051
0,53,217,1813
5,147,109,486
5,79,163,1162
5,73,468,9276
4,15,119,395
0,58,98,426
0,37,206,659
3,40,234,2464
4,74,403,6746
0,9,117,519
0,29,193,1637
3,86,128,693
5,33,51,102
0,38,296,5424
4,51,67,224
3,23,88,292
5,26,166,1414
5,5,43,161
4,91,176,1922
4,18,188,2599
0,40,310,5318
0,49,149,889
4,55,273,2061
4,15,132,806
1,21,85,343
3,88,120,809
3,27,156,1364
4,38,215,2188
4,45,93,545
5,21,76,147
2,26,234,1581
0,79,175,1360
4,17,196,1885
4,48,93,545
3,22,196,1885
2,74,104,457
2,156,305,2610
0,39,103,428
1,20,54,165
0,23,114,584
0,22,156,1068
2,66,352,6744
1,34,183,931
4,146,540,18067
4,93,163,1162
2,45,51,132
4,44,223,2822
5,157,109,486
0,17,210,1525
3,62,224,2192
4,25,148,729
4,41,272,3539
0,79,397,8735
0,73,398,6070
2,20,54,165
3,36,196,1997
4,53,262,3211
0,31,206,1418
2,33,40,100
2,76,104,457
0,80,203,2671
2,13,79,317
1,35,183,931
3,45,235,4905
0,101,205,939
2,41,234,1581
3,90,388,6290
3,20,96,804
4,79,142,844
3,15,109,689
2,33,234,2464
2,97,449,5537
3,168,308,6057
0,15,100,269
0,101,415,9262
4,32,166,1414
4,35,166,1414
3,92,33,5
4,49,390,7459
2,59,224,2192
0,49,278,2752
4,48,223,2822
0,88,142,844
3,18,216,2677
3,18,220,3450
5,37,182,1212
0,57,129,977
1,35,183,931
3,69,134,970
3,71,403,6746
4,45,180,2054
4,28,156,654
0,232,353,9804
4,137,540,18067
0,44,178,1746
5,83,130,694
2,17,88,292
4,53,224,2192
4,15,132,806
0,49,396,11114
5,123,171,1747
2,50,93,545
3,40,154,587
5,42,180,2054
3,120,537,8350
4,74,172,973
3,49,107,346
3,39,322,4619
2,44,234,1581
4,171,281,4061
2,96,33,5
2,24,234,1581
1,22,85,343
0,9,88,582
2,33,157,1519
5,49,156,1364
0,172,356,5539
0,34,159,584
5,39,105,765
0,24,176,1021
2,120,205,1751
1,6,33,5
4,37,188,2599
0,35,159,1691
2,20,54,165
5,21,102,516
4,80,540,8870
0,15,127,270
4,15,132,806
2,47,51,132
2,0,163,1162
0,33,314,4521
0,49,333,4529
2,72,104,457
1,36,183,931
3,81,172,973
0,26,168,1309
5,57,273,2061
0,32,175,1171
2,26,249,3630
3,19,220,3450
0,104,208,2324
0,12,148,850
4,20,109,689
2,118,449,5537
0,18,113,483
0,27,133,554
4,66,273,2061
4,31,51,102
4,39,174,1415
5,67,320,3466
0,47,257,3132
2,8,105,765
0,51,138,1024
0,44,75,271
0,167,202,1523
2,100,130,490
2,77,352,6744
3,16,220,3450
0,80,397,5853
1,134,247,3373
5,23,188,2599
3,74,254,3885
0,40,246,2978
4,70,176,1922
0,156,333,3634
2,65,449,5537
2,66,224,2192
4,48,93,545
5,33,262,3211
0,5,87,479
4,49,272,3539
3,67,104,457
5,38,180,2054
0,38,166,1522
0,53,274,1813
0,74,220,3530
0,29,283,6727
4,28,102,764
0,36,121,619
2,37,234,2464
5,19,102,516
0,48,104,764
4,87,176,1922
4,29,174,1415
3,55,254,3885
0,63,265,3053
3,20,215,2188
3,82,172,973
5,95,176,1922
4,37,322,4619
3,13,166,1414
3,47,264,3217
2,41,52,133
0,21,204,980
0,257,407,8474
3,27,157,1519
4,144,540,18067
2,26,249,3630
4,34,247,2754
4,71,101,249
2,31,188,2599
0,42,172,2455
0,64,586,7472
2,48,93,545
3,20,138,554
4,0,158,1403
0,96,205,1637
3,19,220,3450
3,76,540,8870
3,57,107,346
0,82,366,8468
3,105,205,1751
3,33,193,2118
3,15,109,689
3,48,294,4249
2,41,52,133
0,70,131,971
0,30,275,3625
3,35,215,2188
1,16,88,292
3,144,217,2904
0,42,379,4825
3,55,272,3539
4,34,156,654
1,22,85,343
3,22,220,3450
0,53,288,2258
1,13,88,292
5,6,43,161
4,25,102,764
0,126,555,8486
4,53,93,545
0,45,288,4344
5,113,171,1747
0,30,165,1018
5,39,180,2054
2,13,79,317
5,72,468,9276
4,23,102,764
1,24,85,343
4,45,67,224
5,41,180,2054
3,53,223,2059
0,68,292,2756
3,18,123,621
4,102,158,1403
0,24,89,223
2,8,33,5
0,33,262,3211
2,80,128,693
3,16,96,804
0,169,295,3551
0,183,340,3633
0,30,139,1017
2,45,235,4905
0,106,403,6983
1,32,183,931
0,5,90,271
0,143,230,2196
5,88,537,8350
0,29,214,982
3,86,156,1521
3,25,220,3450
4,47,188,2599
0,26,146,523
4,57,254,3885
5,84,217,2904
2,57,271,4426
3,96,33,5
3,70,449,5537
4,40,156,654
0,59,348,5022
3,30,196,1885
2,48,51,132
4,52,223,2822
0,29,338,4347
2,61,271,4426
2,33,234,2464
3,91,120,809
3,63,223,2059
2,32,52,133
2,22,54,165
3,62,224,2192
3,50,483,15505
0,12,129,767
2,98,130,490
4,63,273,2061
5,48,223,2822
4,32,193,2118
2,86,449,5537
0,25,271,4158
2,14,96,804
3,25,174,1415
5,129,171,1747
4,24,166,1414
4,122,208,1691
3,74,254,3885
4,90,388,6290
1,6,33,5
3,27,138,554
0,45,213,3051
3,90,120,809
2,49,51,132
3,23,215,2188
4,30,262,3211
4,53,223,2822
0,16,120,483
3,16,196,1885
0,217,358,4338
2,126,88,318
4,51,483,15505
5,31,156,654
4,67,145,1156
5,89,171,1747
3,18,123,621
1,14,88,292
4,83,462,11563
5,47,262,3211
0,184,337,3803
2,10,79,317
5,26,154,1252
2,46,51,132
5,42,322,4619
0,37,164,1410
0,105,502,12822
3,79,540,8870
5,35,166,1414
4,28,102,764
4,39,67,224
2,48,93,545
3,16,96,804
5,36,179,1626
0,59,132,657
0,102,171,1988
0,35,79,367
3,48,235,4905
0,15,91,426
3,80,128,693
4,40,322,4619
5,16,72,340
0,28,210,2458
3,20,216,2677
3,5,63,166
4,73,156,1521
2,98,139,587
4,22,188,2599
0,49,242,1469
3,5,63,166
0,71,297,5734
0,27,261,3454
3,37,215,2188
4,21,196,1885
3,6,63,166
0,4,120,518
5,68,107,517
5,38,182,1212
4,72,101,249
5,43,180,2054
5,34,51,102
5,36,179,1626
2,36,234,2464
3,70,473,14125
0,47,107,276
4,82,176,1922
2,5,105,765
3,33,157,1519
5,22,174,1415
4,52,288,2334
1,86,128,693
4,30,194,1521
4,89,388,6290
4,29,174,1415
4,68,101,249
4,42,156,654
4,10,72,340
0,34,77,340
4,57,223,2822
5,77,468,9276
0,20,175,851
0,22,135,587
3,24,156,1364
0,26,163,932
3,24,220,3450
0,79,251,1261
5,68,214,1469
3,16,138,554
3,25,220,3450
2,42,52,133
0,38,216,2060
2,76,224,2192
0,15,191,1933
5,12,86,205
3,23,157,1519
4,15,132,806
0,66,412,10524
3,12,220,3450
3,24,174,1415
5,79,171,1747
0,35,226,2530
1,80,128,693
0,69,428,9134
0,185,727,26725
0,8,115,1106
4,71,224,2192
5,7,43,161
2,18,88,292
3,41,234,2464
4,70,101,249
5,21,95,427
2,96,33,5
2,66,473,14125
0,41,412,8732
3,92,120,809
3,5,119,973
3,39,234,2464
3,6,63,166
3,65,107,346
0,306,399,11270
3,97,120,809
4,15,72,340
0,39,198,2460
2,15,88,292
0,68,390,11557
3,67,104,457
2,10,79,317
4,43,247,2754
4,11,72,340
3,36,234,2464
0,21,132,586
5,32,188,2599
4,68,107,517
2,82,139,587
3,28,247,2754
2,23,85,343
4,33,193,2118
2,8,79,292
4,24,131,271
3,42,234,2464
3,35,216,2677
2,18,96,804
2,20,54,165
2,50,93,545
4,66,224,2192
4,35,223,2822
0,261,153,979
0,70,454,11127
0,67,231,1695
3,13,166,1111
1,6,33,5
0,257,109,587
1,37,183,931
4,27,193,2118
3,22,196,1885
0,68,278,3136
0,81,388,4344
0,188,308,6057
2,46,51,132
4,78,156,1521
0,36,179,1469
0,74,226,1526
0,296,479,11578
5,36,60,243
3,24,196,1885
4,20,138,554
4,133,208,1691
5,21,102,516
3,70,107,346
1,19,88,292
5,28,102,516
4,94,163,1162
0,81,137,849
0,191,322,4434
3,45,196,1997
0,53,176,1071
2,85,352,6744
0,42,299,3463
3,48,93,545
5,110,208,1691
3,33,234,1581
3,93,136,619
0,70,107,346
2,89,449,5537
3,148,305,2610
0,59,353,6186
0,258,810,25364
3,29,216,2677
3,55,107,346
3,77,134,970
0,10,96,804
3,32,105,765
4,31,102,764
3,11,109,689
1,13,88,292
3,69,223,2059
3,77,224,2192
4,50,51,132
0,63,109,485
4,87,388,6290
0,197,368,5644
4,46,223,2822
2,25,249,3630
3,75,104,457
3,57,107,346
4,25,51,102
0,23,150,694
2,16,96,804
0,98,472,11282
3,33,71,249
0,207,546,12209
4,33,193,2118
3,22,193,2118
0,244,357,4623
0,102,366,7956
0,19,96,204
2,52,67,224
4,23,102,764
4,87,136,619
2,30,249,3630
2,42,52,133
0,75,256,2902
3,49,107,346
0,21,147,585
3,52,294,4249
3,20,215,2188
2,63,473,14125
4,85,156,1521
4,22,154,1252
0,14,90,132
4,35,294,4249
1,26,85,343
3,75,136,619
3,100,537,8350
3,86,136,619
4,14,123,621
5,63,288,2334
0,121,198,1580
3,41,294,4249
3,96,33,5
4,80,540,8870
4,26,194,1521
4,159,308,6057
5,27,131,271
3,30,174,1415
3,44,214,1469
2,6,33,5
0,75,346,5420
4,50,262,3211
3,7,148,729
3,81,142,844
5,17,102,516
3,83,388,6290
1,12,33,5
0,56,302,2403
5,37,180,2054
3,37,235,4905
0,4,76,318
0,47,276,1169
0,158,354,7823
3,79,120,809
1,93,128,693
2,70,352,6744
0,45,308,5960
0,19,105,295
2,8,33,5
0,78,342,3138
0,34,166,1463
2,35,234,2464
2,63,473,14125
1,22,85,343
4,15,109,689
0,92,430,6984
4,23,102,764
4,70,101,249
2,20,54,165
1,8,33,5
2,24,234,1581
0,6,80,226
4,54,271,4426
2,8,79,292
2,100,130,490
1,15,88,292
2,20,54,165
4,56,234,1581
4,36,188,2599
2,80,352,6744
2,72,352,6744
3,22,220,3450
0,78,174,1418
4,76,142,844
5,31,131,271
0,35,280,3543
3,107,537,8350
3,27,188,2599
2,37,52,133
4,96,205,1751
3,15,166,1111
4,72,101,249
4,38,156,654
0,74,154,1116
3,11,63,166
2,21,234,1581
4,30,174,1415
3,92,33,5
5,9,43,161
5,45,156,1364
3,34,154,587
5,63,101,270
0,149,300,3886
5,54,247,2754
5,36,179,1626
2,40,234,2464
3,21,220,3450
4,29,174,1415
5,64,152,1165
4,113,540,18067
4,49,67,224
4,35,131,271
2,116,88,318
3,32,138,554
5,121,171,1747
5,31,176,1313
0,67,201,3535
0,46,85,151
4,14,79,317
5,92,468,9276
3,28,188,2599
3,88,120,809
4,28,156,654
3,13,109,689
3,24,220,3450
3,36,216,2677
0,14,123,932
3,57,107,346
4,45,53,133
0,83,378,7823
0,26,143,1017
0,207,296,3464
0,35,152,1108
4,58,473,14125
3,5,63,166
5,63,273,2061
4,83,176,1922
5,25,132,806
3,85,157,1519
4,29,193,2118
0,152,321,3224
3,16,123,621
4,36,71,249
0,56,287,3215
1,29,249,3630
5,86,176,1922
4,14,82,185
4,49,215,2188
0,348,492,12985
0,6,99,316
0,38,210,1527
0,11,107,399
0,40,212,2054
5,77,262,3211
0,23,132,618
3,59,107,346
4,29,132,1513
3,46,215,2188
3,21,154,1252
0,100,483,12829
4,73,315,5844
2,17,79,292
0,215,301,5733
0,28,214,2062
3,35,154,587
5,21,166,1414
4,43,93,545
4,38,71,249
2,38,71,249
0,5,209,1694
3,50,272,3539
3,24,247,2754
0,57,98,582
2,33,234,2464
3,96,130,490
5,160,109,486
0,275,340,5324
0,226,257,3371
2,43,235,4905
3,14,109,689
0,63,452,11273
2,20,54,165
0,129,661,12215
4,30,131,271
3,22,247,2754
3,71,388,6290
2,112,88,318
3,116,537,8350
0,229,216,2396
5,119,171,1747
4,47,272,3539
0,33,190,774
2,6,33,5
0,34,229,3053
0,278,464,8220
3,36,156,1364
0,23,79,104
2,73,104,457
3,34,234,2464
5,43,156,1364
0,100,168,1409
4,70,107,517
4,28,156,654
0,54,451,7840
3,18,96,804
2,14,79,317
2,71,224,2192
4,70,101,249
2,78,449,5537
4,81,540,8870
2,38,234,2464
3,64,403,6746
2,96,33,5
4,22,174,1415
5,10,85,343
4,15,132,806
2,42,234,1581
4,37,156,654
0,201,507,10256
1,36,85,343
4,45,93,545
3,42,235,4905
0,29,249,2899
0,28,159,1577
4,55,473,14125
5,30,102,516
3,27,156,1364
0,32,215,2678
2,20,54,165
2,20,54,165
4,84,388,6290
5,26,131,271
0,85,440,9129
3,25,156,654
0,56,405,7718
0,55,151,1162
3,51,272,3539
4,32,131,271
4,71,101,249
5,37,131,271
4,159,109,486
3,87,403,6746
2,97,120,809
3,32,174,1415
0,109,373,3896
2,9,79,317
3,38,390,7459
0,73,405,8213
2,20,54,165
0,230,429,8483
3,7,79,292
5,50,262,3211
4,24,102,764
0,24,181,1521
5,48,156,654
0,155,791,24692
2,37,235,4905
5,53,271,4426
0,77,243,2679
5,9,43,161
5,100,159,2181
2,75,352,6744
0,29,131,730
3,60,271,4426
0,138,674,18282
3,48,254,3885
0,49,425,9547
5,29,102,516
2,17,96,804
5,124,171,1747
0,60,114,806
3,10,79,317
3,88,388,6290
0,163,231,2327
0,52,227,2605
5,25,131,271
2,75,104,457
3,36,154,587
4,22,194,1521
0,84,468,8473
4,51,288,2334
5,30,102,516
3,41,254,3885
4,64,390,7459
3,36,154,587
0,145,577,15522
3,85,142,844
2,49,51,132
5,72,209,2534
5,9,79,292
3,31,157,1519
5,54,223,2822
3,99,537,8350
1,30,183,931
3,96,537,8350
2,6,33,5
4,14,148,729
2,79,352,6744
3,53,483,15505
2,23,249,3630
3,17,105,765
4,25,102,764
0,110,405,7104
0,3,57,165
0,12,96,426
3,69,176,1922
1,147,247,3373
4,101,158,1403
0,31,230,2976
4,44,71,249
0,47,358,3140
5,56,298,2196
0,11,67,134
1,150,247,3373
3,16,88,292
2,127,205,1751
5,68,273,2061
0,62,284,3221
0,134,270,2611
0,28,115,584
0,10,133,807
2,8,79,292
4,25,166,1414
1,35,183,931
0,111,205,1751
3,21,138,554
4,194,362,5847
0,22,72,365
0,142,618,13977
4,17,111,453
0,207,265,2060
0,386,471,9276
2,49,51,132
4,28,168,772
0,45,126,621
2,45,247,3373
0,76,383,5962
3,28,157,1519
4,48,273,2061
0,84,154,1407
4,100,158,1403
3,144,305,2610
0,12,157,2309
4,92,158,1403
3,84,537,8350
2,20,54,165
0,20,233,2062
2,44,93,545
2,96,33,5
3,87,388,6290
0,65,369,6292
0,256,371,8983
4,31,262,3211
4,23,216,2677
3,24,157,1519
2,42,235,4905
3,65,540,8870
4,32,247,2754
4,94,163,1162
5,55,288,2334
4,39,156,654
4,81,163,1162
3,32,166,1414
2,86,128,693
3,30,196,1885
2,11,79,317
3,34,157,1519
3,93,136,619
3,17,138,554
5,43,98,651
0,45,106,184
3,46,254,3885
0,141,526,15334
3,24,216,2677
3,68,322,4619
5,35,131,271
4,30,52,133
5,25,194,1521
3,93,217,2904
4,33,156,654
2,96,33,5
5,34,77,205
0,90,493,10843
0,58,320,2976
0,244,418,9136
4,39,223,2059
2,38,235,4905
0,123,446,10395
5,60,483,15505
0,30,166,731
3,21,196,1885
3,20,220,3450
2,17,96,804
4,143,247,3373
5,27,262,3211
4,80,172,973
2,127,88,318
5,28,123,621
4,131,247,3373
0,5,71,245
3,28,157,1519
3,70,254,3885
3,13,196,1885
2,78,352,6744
4,10,72,340
3,97,120,809
0,71,322,5739
2,67,104,457
4,51,272,3539
0,82,152,1165
0,107,504,13638
0,84,450,10381
3,115,205,1751
3,98,136,619
5,154,281,4061
0,24,308,4820
3,26,247,2754
0,240,349,5114
3,33,215,2188
3,29,216,2677
0,216,321,4630
5,34,262,3211
4,40,193,2118
0,196,398,3988
5,20,76,147
3,34,196,1997
2,47,235,4905
2,120,449,5537
4,16,138,554
5,91,537,8350
1,15,88,292
3,15,109,689
3,83,136,619
1,8,79,292
5,61,468,9276
4,85,388,6290
3,81,120,809
2,11,79,317
3,29,249,3630
4,52,483,15505
4,65,128,693
0,23,116,654
4,49,156,654
2,19,88,292
4,65,473,14125
0,11,104,368
3,72,388,6290
4,81,176,1922
0,37,226,1815
0,52,124,848
5,24,148,729
4,36,182,1212
2,20,249,3630
0,51,219,2671
3,40,223,2059
3,30,247,2754
0,6,76,395
4,34,179,1626
0,23,88,370
3,90,388,6290
3,24,216,2677
4,16,132,806
4,27,166,1414
4,27,156,1364
4,28,102,764
0,446,714,13658
3,67,473,14125
2,9,79,292
0,83,364,8856
2,33,249,3630
3,21,216,2677
2,98,449,5537
4,12,119,395
0,131,700,19440
3,38,214,1469
2,127,205,1751
3,48,235,4905
3,48,234,1581
2,24,249,3630
0,56,300,2200
4,128,208,1691
3,29,249,3630
5,92,33,5
0,99,222,1525
2,96,33,5
2,93,449,5537
5,93,209,2534
2,41,52,133
3,27,156,1364
1,19,88,292
3,38,71,249
3,22,105,765
3,58,107,346
0,134,636,15869
3,55,483,15505
4,57,315,5844
3,35,157,1519
3,5,63,166
0,16,201,2323
2,62,271,4426
4,15,132,806
3,56,315,5844
0,8,94,398
4,52,288,2334
1,14,88,292
0,28,169,1021
0,62,352,7824
5,61,390,7459
0,155,399,6299
4,41,247,2754
0,31,257,2061
4,92,33,5
2,72,449,5537
2,33,40,100
3,28,247,2754
0,139,201,1066
0,35,149,1254
2,12,79,317
5,47,288,2334
0,17,125,653
3,66,223,2059
1,9,79,292
5,15,88,292
4,62,315,5844
5,55,288,2334
3,190,308,6057
2,8,79,292
0,158,216,1994
1,8,33,5
0,47,283,3380
4,30,247,2754
4,24,179,1626
2,49,235,4905
5,89,172,973
4,15,132,806
4,70,254,3885
5,30,51,132
3,157,308,6057
4,101,163,1162
4,91,136,619
4,67,214,1469
4,27,174,1415
2,23,138,554
0,23,225,3131
3,31,156,1364
0,38,239,3706
4,71,224,2192
5,50,288,2334
4,54,223,2822
3,62,271,4426
3,104,205,1751
4,63,540,8870
0,97,193,2257
3,29,157,1519
3,67,473,14125
2,80,449,5537
0,120,750,21046
0,29,128,426
4,26,166,1414
0,4,134,652
1,26,249,3630
5,24,148,729
4,65,273,2061
0,66,139,457
4,97,156,1521
4,42,156,1364
1,6,33,5
4,19,102,764
5,93,163,1162
3,21,216,2677
4,29,216,2677
3,40,294,4249
3,35,224,2192
0,226,524,13149
4,77,540,8870
0,41,249,4333
3,111,462,11563
3,87,120,809
2,40,234,1581
0,180,339,3719
0,37,116,517
5,24,72,340
3,89,537,8350
5,6,33,5
4,36,193,2118
3,35,196,1885
0,27,102,764
3,41,315,5844
0,65,351,4633
4,19,174,1415
4,30,156,654
2,26,188,2599
4,30,156,1364
4,54,273,2061
4,34,108,428
4,48,156,654
5,20,51,102
4,88,156,1521
4,48,93,545
2,27,249,3630
2,75,104,457
4,30,174,1415
0,74,481,8345
0,84,690,19835
2,51,67,224
1,14,88,292
0,62,368,5545
4,43,166,1111
3,34,193,2118
0,50,124,768
5,7,43,161
3,64,134,970
0,120,558,15867
5,106,171,1747
5,122,205,1751
3,74,142,844
5,19,148,729
0,53,140,1410
2,62,271,4426
0,57,139,1254
2,117,88,318
5,39,180,2054
0,17,188,1310
3,6,63,166
3,22,88,292
0,45,296,4342
3,59,473,14125
4,28,220,3450
0,135,233,2125
4,32,215,2188
4,24,102,764
4,77,176,1922
1,22,85,343
4,70,128,693
5,28,262,3211
3,37,272,3539
2,52,93,545
4,162,109,486
5,48,196,1997
5,67,107,517
5,49,180,2054
0,82,386,7339
0,3,100,268
4,29,193,2118
0,96,219,1469
0,52,441,7710
0,23,129,583
3,25,138,554
3,43,264,3217
2,18,96,804
3,43,254,3885
4,40,315,5844
0,146,309,4433
3,17,220,3450
3,50,214,1469
0,10,136,552
0,94,339,3545
4,42,262,3211
2,30,249,3630
2,39,234,1581
2,20,54,165
3,33,71,249
0,11,140,767
0,66,278,4427
0,74,217,2597
0,23,136,584
0,75,345,5534
0,115,367,6066
0,42,322,4251
3,99,537,8350
2,80,128,693
3,53,271,4426
4,54,272,3539
0,83,625,26243
0,22,229,2120
2,87,128,693
5,16,119,395
0,85,355,5537
1,147,247,3373
5,67,140,590
3,50,254,3885
0,29,282,6509
0,82,320,2198
2,17,79,317
3,19,216,2677
0,90,476,9687
2,28,234,2464
0,44,339,5633
4,49,67,224
2,69,104,457
4,127,540,18067
0,52,262,3624
2,18,96,804
0,6,68,368
3,19,220,3450
3,37,157,1519
2,37,156,1364
2,72,449,5537
4,35,156,654
2,33,249,3630
0,24,75,187
4,75,104,457
2,31,52,133
4,25,220,3450
4,34,174,1415
0,21,109,587
4,15,132,806
5,31,176,1313
2,20,54,165
3,29,249,3630
1,20,54,165
4,26,174,1415
0,270,426,10681
2,41,52,133
4,27,216,2677
2,92,33,5
3,74,120,809
3,74,540,8870
0,99,565,10123
3,17,196,1885
5,143,281,4061
4,18,82,185
0,59,342,5318
5,10,75,166
3,24,247,2754
0,40,91,205
4,20,111,453
4,24,174,1415
2,93,449,5537
4,21,102,764
5,37,179,1626
3,32,188,2599
4,31,166,1111
3,53,223,2059
0,129,595,6649
2,17,138,554
2,10,79,317
3,37,154,587
3,112,205,1751
4,28,220,3450
0,24,183,1807
2,48,235,4905
4,96,33,5
2,20,54,165
5,61,468,9276
0,34,253,2825
4,34,179,1626
3,56,254,3885
0,96,513,12668
0,135,248,4057
4,28,131,271
0,28,185,1117
5,83,288,2334
0,107,535,10831
0,28,151,767
5,79,403,6746
4,41,223,2822
2,68,449,5537
4,18,174,1415
4,42,247,2754
3,61,483,15505
0,16,129,655
4,102,209,2534
5,61,262,3211
4,141,540,18067
0,13,149,1022
0,35,190,1161
4,28,123,621
0,44,152,1161
0,72,168,1865
4,29,156,654
5,23,166,1414
0,102,184,1417
3,48,235,4905
0,39,295,5112
3,36,154,587
5,34,131,271
0,64,399,8339
2,66,449,5537
4,25,131,271
4,131,540,18067
1,35,183,931
0,71,132,971
0,62,315,3138
3,42,234,2464
3,26,93,545
0,28,238,2748
3,5,63,166
3,26,71,249
0,166,197,1697
3,59,107,346
4,88,163,1162
